season,teams,lg,salary,link
2011-12,Golden State Warriors,NBA,"$3,823,000",https://www.basketball-reference.com//players/w/wrighdo01.html
2012-13,Philadelphia 76ers,NBA,"$4,106,000",https://www.basketball-reference.com//players/w/wrighdo01.html
2013-14,Portland Trail Blazers,NBA,"$3,000,000",https://www.basketball-reference.com//players/w/wrighdo01.html
2014-15,Portland Trail Blazers,NBA,"$3,150,000",https://www.basketball-reference.com//players/w/wrighdo01.html
2015-16,Miami Heat,NBA,"$17,637",https://www.basketball-reference.com//players/w/wrighdo01.html
2004-05,Orlando Magic,NBA,"$1,106,160",https://www.basketball-reference.com//players/n/nelsoja01.html
2005-06,Orlando Magic,NBA,"$1,189,200",https://www.basketball-reference.com//players/n/nelsoja01.html
2006-07,Orlando Magic,NBA,"$1,272,120",https://www.basketball-reference.com//players/n/nelsoja01.html
2007-08,Orlando Magic,NBA,"$1,961,609",https://www.basketball-reference.com//players/n/nelsoja01.html
2008-09,Orlando Magic,NBA,"$7,700,000",https://www.basketball-reference.com//players/n/nelsoja01.html
2009-10,Orlando Magic,NBA,"$6,138,888",https://www.basketball-reference.com//players/n/nelsoja01.html
2010-11,Orlando Magic,NBA,"$7,800,000",https://www.basketball-reference.com//players/n/nelsoja01.html
2011-12,Orlando Magic,NBA,"$7,800,000",https://www.basketball-reference.com//players/n/nelsoja01.html
2012-13,Orlando Magic,NBA,"$8,600,000",https://www.basketball-reference.com//players/n/nelsoja01.html
2013-14,Orlando Magic,NBA,"$8,600,000",https://www.basketball-reference.com//players/n/nelsoja01.html
2014-15,Denver Nuggets,NBA,"$2,732,000",https://www.basketball-reference.com//players/n/nelsoja01.html
2015-16,Denver Nuggets,NBA,"$4,500,000",https://www.basketball-reference.com//players/n/nelsoja01.html
2016-17,Denver Nuggets,NBA,"$4,540,525",https://www.basketball-reference.com//players/n/nelsoja01.html
2017-18,Denver Nuggets,NBA,"$4,736,050",https://www.basketball-reference.com//players/n/nelsoja01.html
2017-18,Detroit Pistons,NBA,"$1,429,818",https://www.basketball-reference.com//players/n/nelsoja01.html
2004-05,Dallas Mavericks,NBA,"$1,061,880",https://www.basketball-reference.com//players/p/podkopa01.html
2005-06,Dallas Mavericks,NBA,"$1,141,560",https://www.basketball-reference.com//players/p/podkopa01.html
2006-07,Dallas Mavericks,NBA,"$600,000",https://www.basketball-reference.com//players/p/podkopa01.html
2004-05,Portland Trail Blazers,NBA,"$1,019,400",https://www.basketball-reference.com//players/k/khryavi01.html
2005-06,Portland Trail Blazers,NBA,"$1,095,960",https://www.basketball-reference.com//players/k/khryavi01.html
2006-07,Chicago Bulls,NBA,"$1,172,400",https://www.basketball-reference.com//players/k/khryavi01.html
2007-08,Chicago Bulls,NBA,"$1,928,598",https://www.basketball-reference.com//players/k/khryavi01.html
2005-06,Portland Trail Blazers,NBA,"$1,016,400",https://www.basketball-reference.com//players/m/moniase01.html
2006-07,Sacramento Kings,NBA,"$100,000",https://www.basketball-reference.com//players/m/moniase01.html
2004-05,Boston Celtics,NBA,"$939,480",https://www.basketball-reference.com//players/w/westde01.html
2005-06,Boston Celtics,NBA,"$1,010,040",https://www.basketball-reference.com//players/w/westde01.html
2006-07,Boston Celtics,NBA,"$1,080,480",https://www.basketball-reference.com//players/w/westde01.html
2007-08,Cleveland Cavaliers,NBA,"$1,889,760",https://www.basketball-reference.com//players/w/westde01.html
2008-09,Cleveland Cavaliers,NBA,"$3,850,000",https://www.basketball-reference.com//players/w/westde01.html
2009-10,Cleveland Cavaliers,NBA,"$4,254,250",https://www.basketball-reference.com//players/w/westde01.html
2010-11,Boston Celtics,NBA,"$1,069,509",https://www.basketball-reference.com//players/w/westde01.html
2011-12,Dallas Mavericks,NBA,"$1,146,337",https://www.basketball-reference.com//players/w/westde01.html
2012-13,Dallas Mavericks,NBA,"$992,680",https://www.basketball-reference.com//players/w/westde01.html
2004-05,Boston Celtics,NBA,"$901,920",https://www.basketball-reference.com//players/a/allento01.html
2005-06,Boston Celtics,NBA,"$969,696",https://www.basketball-reference.com//players/a/allento01.html
2006-07,Boston Celtics,NBA,"$1,037,280",https://www.basketball-reference.com//players/a/allento01.html
2007-08,Boston Celtics,NBA,"$1,868,141",https://www.basketball-reference.com//players/a/allento01.html
2008-09,Boston Celtics,NBA,"$2,500,000",https://www.basketball-reference.com//players/a/allento01.html
2009-10,Boston Celtics,NBA,"$2,500,000",https://www.basketball-reference.com//players/a/allento01.html
2010-11,Memphis Grizzlies,NBA,"$3,000,000",https://www.basketball-reference.com//players/a/allento01.html
2011-12,Memphis Grizzlies,NBA,"$3,150,000",https://www.basketball-reference.com//players/a/allento01.html
2012-13,Memphis Grizzlies,NBA,"$3,300,000",https://www.basketball-reference.com//players/a/allento01.html
2013-14,Memphis Grizzlies,NBA,"$4,494,382",https://www.basketball-reference.com//players/a/allento01.html
2014-15,Memphis Grizzlies,NBA,"$4,831,461",https://www.basketball-reference.com//players/a/allento01.html
2015-16,Memphis Grizzlies,NBA,"$5,168,539",https://www.basketball-reference.com//players/a/allento01.html
2016-17,Memphis Grizzlies,NBA,"$5,505,618",https://www.basketball-reference.com//players/a/allento01.html
2017-18,Chicago Bulls,NBA,"$1,471,382",https://www.basketball-reference.com//players/a/allento01.html
2004-05,Sacramento Kings,NBA,"$872,040",https://www.basketball-reference.com//players/m/martike02.html
2005-06,Sacramento Kings,NBA,"$937,440",https://www.basketball-reference.com//players/m/martike02.html
2006-07,Sacramento Kings,NBA,"$1,002,840",https://www.basketball-reference.com//players/m/martike02.html
2007-08,Sacramento Kings,NBA,"$1,808,121",https://www.basketball-reference.com//players/m/martike02.html
2008-09,Sacramento Kings,NBA,"$8,760,335",https://www.basketball-reference.com//players/m/martike02.html
2009-10,Houston Rockets,NBA,"$10,180,170",https://www.basketball-reference.com//players/m/martike02.html
2010-11,Houston Rockets,NBA,"$11,100,005",https://www.basketball-reference.com//players/m/martike02.html
2011-12,Houston Rockets,NBA,"$11,519,840",https://www.basketball-reference.com//players/m/martike02.html
2012-13,Oklahoma City Thunder,NBA,"$12,439,675",https://www.basketball-reference.com//players/m/martike02.html
2013-14,Minnesota Timberwolves,NBA,"$6,500,000",https://www.basketball-reference.com//players/m/martike02.html
2014-15,Minnesota Timberwolves,NBA,"$6,792,500",https://www.basketball-reference.com//players/m/martike02.html
2015-16,Minnesota Timberwolves,NBA,"$7,085,000",https://www.basketball-reference.com//players/m/martike02.html
2015-16,San Antonio Spurs,NBA,"$317,475",https://www.basketball-reference.com//players/m/martike02.html
2016-17,Minnesota Timberwolves,NBA,"$1,360,305",https://www.basketball-reference.com//players/m/martike02.html
2017-18,Minnesota Timberwolves,NBA,"$1,360,305",https://www.basketball-reference.com//players/m/martike02.html
2018-19,Minnesota Timberwolves,NBA,"$1,360,304",https://www.basketball-reference.com//players/m/martike02.html
2004-05,Los Angeles Lakers,NBA,"$846,840",https://www.basketball-reference.com//players/v/vujacsa01.html
2005-06,Los Angeles Lakers,NBA,"$910,440",https://www.basketball-reference.com//players/v/vujacsa01.html
2006-07,Los Angeles Lakers,NBA,"$973,920",https://www.basketball-reference.com//players/v/vujacsa01.html
2007-08,Los Angeles Lakers,NBA,"$1,756,951",https://www.basketball-reference.com//players/v/vujacsa01.html
2008-09,Los Angeles Lakers,NBA,"$4,524,887",https://www.basketball-reference.com//players/v/vujacsa01.html
2009-10,Los Angeles Lakers,NBA,"$5,000,000",https://www.basketball-reference.com//players/v/vujacsa01.html
2010-11,New Jersey Nets,NBA,"$5,475,113",https://www.basketball-reference.com//players/v/vujacsa01.html
2015-16,New York Knicks,NBA,"$1,356,146",https://www.basketball-reference.com//players/v/vujacsa01.html
2016-17,New York Knicks,NBA,"$1,410,598",https://www.basketball-reference.com//players/v/vujacsa01.html
2004-05,San Antonio Spurs,NBA,"$841,680",https://www.basketball-reference.com//players/u/udrihbe01.html
2005-06,San Antonio Spurs,NBA,"$904,800",https://www.basketball-reference.com//players/u/udrihbe01.html
2006-07,San Antonio Spurs,NBA,"$967,920",https://www.basketball-reference.com//players/u/udrihbe01.html
2007-08,Minnesota Timberwolves,NBA,"$1,747,096",https://www.basketball-reference.com//players/u/udrihbe01.html
2007-08,Sacramento Kings,NBA,"$788,349",https://www.basketball-reference.com//players/u/udrihbe01.html
2008-09,Sacramento Kings,NBA,"$5,585,000",https://www.basketball-reference.com//players/u/udrihbe01.html
2009-10,Sacramento Kings,NBA,"$6,031,800",https://www.basketball-reference.com//players/u/udrihbe01.html
2010-11,Sacramento Kings,NBA,"$6,478,600",https://www.basketball-reference.com//players/u/udrihbe01.html
2011-12,Milwaukee Bucks,NBA,"$6,925,400",https://www.basketball-reference.com//players/u/udrihbe01.html
2012-13,Orlando Magic,NBA,"$7,372,000",https://www.basketball-reference.com//players/u/udrihbe01.html
2013-14,New York Knicks,NBA,"$1,272,279",https://www.basketball-reference.com//players/u/udrihbe01.html
2014-15,Memphis Grizzlies,NBA,"$2,077,000",https://www.basketball-reference.com//players/u/udrihbe01.html
2015-16,Miami Heat,NBA,"$2,170,465",https://www.basketball-reference.com//players/u/udrihbe01.html
2016-17,Detroit Pistons,NBA,"$1,551,659",https://www.basketball-reference.com//players/u/udrihbe01.html
2017-18,Detroit Pistons,NBA,"$25,000",https://www.basketball-reference.com//players/u/udrihbe01.html
2004-05,Indiana Pacers,NBA,"$835,560",https://www.basketball-reference.com//players/h/harrida01.html
2005-06,Indiana Pacers,NBA,"$898,200",https://www.basketball-reference.com//players/h/harrida01.html
2006-07,Indiana Pacers,NBA,"$960,840",https://www.basketball-reference.com//players/h/harrida01.html
2007-08,Indiana Pacers,NBA,"$1,734,316",https://www.basketball-reference.com//players/h/harrida01.html
2004-05,Cleveland Cavaliers,NBA,"$788,000",https://www.basketball-reference.com//players/v/varejan01.html
2005-06,Cleveland Cavaliers,NBA,"$866,800",https://www.basketball-reference.com//players/v/varejan01.html
2006-07,Cleveland Cavaliers,NBA,"$945,600",https://www.basketball-reference.com//players/v/varejan01.html
2007-08,Cleveland Cavaliers,NBA,"$5,356,000",https://www.basketball-reference.com//players/v/varejan01.html
2008-09,Cleveland Cavaliers,NBA,"$5,784,480",https://www.basketball-reference.com//players/v/varejan01.html
2009-10,Cleveland Cavaliers,NBA,"$6,300,000",https://www.basketball-reference.com//players/v/varejan01.html
2010-11,Cleveland Cavaliers,NBA,"$7,281,818",https://www.basketball-reference.com//players/v/varejan01.html
2011-12,Cleveland Cavaliers,NBA,"$7,700,000",https://www.basketball-reference.com//players/v/varejan01.html
2012-13,Cleveland Cavaliers,NBA,"$8,368,182",https://www.basketball-reference.com//players/v/varejan01.html
2013-14,Cleveland Cavaliers,NBA,"$9,036,364",https://www.basketball-reference.com//players/v/varejan01.html
2014-15,Cleveland Cavaliers,NBA,"$9,704,595",https://www.basketball-reference.com//players/v/varejan01.html
2015-16,Portland Trail Blazers,NBA,"$9,638,554",https://www.basketball-reference.com//players/v/varejan01.html
2015-16,Golden State Warriors,NBA,"$458,575",https://www.basketball-reference.com//players/v/varejan01.html
2016-17,Portland Trail Blazers,NBA,"$1,984,005",https://www.basketball-reference.com//players/v/varejan01.html
2016-17,Golden State Warriors,NBA,"$1,551,659",https://www.basketball-reference.com//players/v/varejan01.html
2017-18,Portland Trail Blazers,NBA,"$1,913,345",https://www.basketball-reference.com//players/v/varejan01.html
2018-19,Portland Trail Blazers,NBA,"$1,913,345",https://www.basketball-reference.com//players/v/varejan01.html
2019-20,Portland Trail Blazers,NBA,"$1,913,345",https://www.basketball-reference.com//players/v/varejan01.html
2020-21,Portland Trail Blazers,NBA,"$1,913,345",https://www.basketball-reference.com//players/v/varejan01.html
2020-21,Cleveland Cavaliers,NBA,"$228,368",https://www.basketball-reference.com//players/v/varejan01.html
2004-05,Phoenix Suns,NBA,"$385,277",https://www.basketball-reference.com//players/v/vromaja01.html
2005-06,New Orleans/Oklahoma City Hornets,NBA,"$682,051",https://www.basketball-reference.com//players/v/vromaja01.html
2004-05,Washington Wizards,NBA,"$600,000",https://www.basketball-reference.com//players/r/ramospe01.html
2005-06,Washington Wizards,NBA,"$660,000",https://www.basketball-reference.com//players/r/ramospe01.html
2006-07,Washington Wizards,NBA,"$384,776",https://www.basketball-reference.com//players/r/ramospe01.html
2004-05,Los Angeles Clippers,NBA,"$450,000",https://www.basketball-reference.com//players/c/chalmli01.html
2005-06,Minnesota Timberwolves,NBA,"$682,050",https://www.basketball-reference.com//players/c/chalmli01.html
2004-05,Atlanta Hawks,NBA,"$425,000",https://www.basketball-reference.com//players/s/smithdo04.html
2005-06,Atlanta Hawks,NBA,"$641,748",https://www.basketball-reference.com//players/s/smithdo04.html
2004-05,Memphis Grizzlies,NBA,"$385,277",https://www.basketball-reference.com//players/e/emmetan01.html
2005-06,Miami Heat,NBA,"$641,748",https://www.basketball-reference.com//players/e/emmetan01.html
2011-12,New Jersey Nets,NBA,"$61,433",https://www.basketball-reference.com//players/e/emmetan01.html
2004-05,Memphis Grizzlies,NBA,"$385,277",https://www.basketball-reference.com//players/b/burksan01.html
2005-06,Memphis Grizzlies,NBA,"$641,748",https://www.basketball-reference.com//players/b/burksan01.html
2004-05,Atlanta Hawks,NBA,"$425,000",https://www.basketball-reference.com//players/i/iveyro01.html
2005-06,Atlanta Hawks,NBA,"$641,748",https://www.basketball-reference.com//players/i/iveyro01.html
2006-07,Atlanta Hawks,NBA,"$744,551",https://www.basketball-reference.com//players/i/iveyro01.html
2007-08,Milwaukee Bucks,NBA,"$826,046",https://www.basketball-reference.com//players/i/iveyro01.html
2008-09,Philadelphia 76ers,NBA,"$854,957",https://www.basketball-reference.com//players/i/iveyro01.html
2009-10,Milwaukee Bucks,NBA,"$1,050,000",https://www.basketball-reference.com//players/i/iveyro01.html
2010-11,Oklahoma City Thunder,NBA,"$1,200,000",https://www.basketball-reference.com//players/i/iveyro01.html
2011-12,Oklahoma City Thunder,NBA,"$1,200,000",https://www.basketball-reference.com//players/i/iveyro01.html
2012-13,Philadelphia 76ers,NBA,"$1,223,166",https://www.basketball-reference.com//players/i/iveyro01.html
2004-05,Chicago Bulls,NBA,"$385,277",https://www.basketball-reference.com//players/d/duhonch01.html
2005-06,Chicago Bulls,NBA,"$2,800,000",https://www.basketball-reference.com//players/d/duhonch01.html
2006-07,Chicago Bulls,NBA,"$3,024,000",https://www.basketball-reference.com//players/d/duhonch01.html
2007-08,Chicago Bulls,NBA,"$3,248,000",https://www.basketball-reference.com//players/d/duhonch01.html
2008-09,New York Knicks,NBA,"$5,585,000",https://www.basketball-reference.com//players/d/duhonch01.html
2009-10,New York Knicks,NBA,"$6,031,800",https://www.basketball-reference.com//players/d/duhonch01.html
2010-11,Orlando Magic,NBA,"$3,500,000",https://www.basketball-reference.com//players/d/duhonch01.html
2011-12,Orlando Magic,NBA,"$3,500,000",https://www.basketball-reference.com//players/d/duhonch01.html
2012-13,Los Angeles Lakers,NBA,"$3,500,000",https://www.basketball-reference.com//players/d/duhonch01.html
2013-14,Los Angeles Lakers,NBA,"$1,500,000",https://www.basketball-reference.com//players/d/duhonch01.html
2004-05,Boston Celtics,NBA,"$385,277",https://www.basketball-reference.com//players/r/reedju01.html
2005-06,Boston Celtics,NBA,"$641,748",https://www.basketball-reference.com//players/r/reedju01.html
2006-07,Minnesota Timberwolves,NBA,"$1,300,000",https://www.basketball-reference.com//players/r/reedju01.html
