season,teams,lg,salary,link
2011-12,New York Knicks,NBA,"$1,563,120",https://www.basketball-reference.com//players/s/shumpim01.html
2012-13,New York Knicks,NBA,"$1,680,360",https://www.basketball-reference.com//players/s/shumpim01.html
2013-14,New York Knicks,NBA,"$1,703,760",https://www.basketball-reference.com//players/s/shumpim01.html
2014-15,Cleveland Cavaliers,NBA,"$2,616,975",https://www.basketball-reference.com//players/s/shumpim01.html
2015-16,Cleveland Cavaliers,NBA,"$9,000,000",https://www.basketball-reference.com//players/s/shumpim01.html
2016-17,Cleveland Cavaliers,NBA,"$9,700,000",https://www.basketball-reference.com//players/s/shumpim01.html
2017-18,Sacramento Kings,NBA,"$10,337,079",https://www.basketball-reference.com//players/s/shumpim01.html
2018-19,Houston Rockets,NBA,"$11,011,234",https://www.basketball-reference.com//players/s/shumpim01.html
2019-20,Brooklyn Nets,NBA,"$419,443",https://www.basketball-reference.com//players/s/shumpim01.html
2020-21,Brooklyn Nets,NBA,"$606,853",https://www.basketball-reference.com//players/s/shumpim01.html
2011-12,Washington Wizards,NBA,"$1,485,000",https://www.basketball-reference.com//players/s/singlch01.html
2012-13,Washington Wizards,NBA,"$1,596,360",https://www.basketball-reference.com//players/s/singlch01.html
2013-14,Washington Wizards,NBA,"$1,618,680",https://www.basketball-reference.com//players/s/singlch01.html
2011-12,Milwaukee Bucks,NBA,"$1,418,160",https://www.basketball-reference.com//players/h/harrito02.html
2012-13,Orlando Magic,NBA,"$1,524,480",https://www.basketball-reference.com//players/h/harrito02.html
2013-14,Orlando Magic,NBA,"$1,545,840",https://www.basketball-reference.com//players/h/harrito02.html
2014-15,Orlando Magic,NBA,"$2,380,594",https://www.basketball-reference.com//players/h/harrito02.html
2015-16,Detroit Pistons,NBA,"$16,000,000",https://www.basketball-reference.com//players/h/harrito02.html
2016-17,Detroit Pistons,NBA,"$17,200,000",https://www.basketball-reference.com//players/h/harrito02.html
2017-18,Los Angeles Clippers,NBA,"$16,000,000",https://www.basketball-reference.com//players/h/harrito02.html
2018-19,Philadelphia 76ers,NBA,"$14,800,000",https://www.basketball-reference.com//players/h/harrito02.html
2019-20,Philadelphia 76ers,NBA,"$32,742,000",https://www.basketball-reference.com//players/h/harrito02.html
2020-21,Philadelphia 76ers,NBA,"$34,358,850",https://www.basketball-reference.com//players/h/harrito02.html
2012-13,Houston Rockets,NBA,"$1,453,520",https://www.basketball-reference.com//players/m/motiedo01.html
2013-14,Houston Rockets,NBA,"$1,422,720",https://www.basketball-reference.com//players/m/motiedo01.html
2014-15,Houston Rockets,NBA,"$1,483,920",https://www.basketball-reference.com//players/m/motiedo01.html
2015-16,Houston Rockets,NBA,"$2,288,205",https://www.basketball-reference.com//players/m/motiedo01.html
2016-17,New Orleans Pelicans,NBA,"$576,724",https://www.basketball-reference.com//players/m/motiedo01.html
2018-19,San Antonio Spurs,NBA,"$59,820",https://www.basketball-reference.com//players/m/motiedo01.html
2011-12,Portland Trail Blazers,NBA,"$1,306,920",https://www.basketball-reference.com//players/s/smithno01.html
2012-13,Portland Trail Blazers,NBA,"$1,404,960",https://www.basketball-reference.com//players/s/smithno01.html
2011-12,Denver Nuggets,NBA,"$1,254,720",https://www.basketball-reference.com//players/f/farieke01.html
2012-13,Denver Nuggets,NBA,"$1,348,800",https://www.basketball-reference.com//players/f/farieke01.html
2013-14,Denver Nuggets,NBA,"$1,367,640",https://www.basketball-reference.com//players/f/farieke01.html
2014-15,Denver Nuggets,NBA,"$2,249,768",https://www.basketball-reference.com//players/f/farieke01.html
2015-16,Denver Nuggets,NBA,"$11,235,955",https://www.basketball-reference.com//players/f/farieke01.html
2016-17,Denver Nuggets,NBA,"$12,078,652",https://www.basketball-reference.com//players/f/farieke01.html
2017-18,Denver Nuggets,NBA,"$12,921,348",https://www.basketball-reference.com//players/f/farieke01.html
2018-19,Brooklyn Nets,NBA,"$13,764,045",https://www.basketball-reference.com//players/f/farieke01.html
2018-19,Houston Rockets,NBA,"$917,272",https://www.basketball-reference.com//players/f/farieke01.html
2014-15,Chicago Bulls,NBA,"$5,305,000",https://www.basketball-reference.com//players/m/mirotni01.html
2015-16,Chicago Bulls,NBA,"$5,543,725",https://www.basketball-reference.com//players/m/mirotni01.html
2016-17,Chicago Bulls,NBA,"$5,782,450",https://www.basketball-reference.com//players/m/mirotni01.html
2017-18,New Orleans Pelicans,NBA,"$12,500,000",https://www.basketball-reference.com//players/m/mirotni01.html
2018-19,Milwaukee Bucks,NBA,"$12,500,000",https://www.basketball-reference.com//players/m/mirotni01.html
2011-12,Oklahoma City Thunder,NBA,"$1,156,320",https://www.basketball-reference.com//players/j/jacksre01.html
2012-13,Oklahoma City Thunder,NBA,"$1,243,080",https://www.basketball-reference.com//players/j/jacksre01.html
2013-14,Oklahoma City Thunder,NBA,"$1,260,360",https://www.basketball-reference.com//players/j/jacksre01.html
2014-15,Detroit Pistons,NBA,"$2,204,370",https://www.basketball-reference.com//players/j/jacksre01.html
2015-16,Detroit Pistons,NBA,"$14,000,000",https://www.basketball-reference.com//players/j/jacksre01.html
2016-17,Detroit Pistons,NBA,"$14,956,522",https://www.basketball-reference.com//players/j/jacksre01.html
2017-18,Detroit Pistons,NBA,"$16,000,000",https://www.basketball-reference.com//players/j/jacksre01.html
2018-19,Detroit Pistons,NBA,"$17,043,478",https://www.basketball-reference.com//players/j/jacksre01.html
2019-20,Detroit Pistons,NBA,"$17,286,956",https://www.basketball-reference.com//players/j/jacksre01.html
2019-20,Los Angeles Clippers,NBA,"$734,025",https://www.basketball-reference.com//players/j/jacksre01.html
2020-21,Los Angeles Clippers,NBA,"$2,331,593",https://www.basketball-reference.com//players/j/jacksre01.html
2011-12,New Jersey Nets,NBA,"$1,110,120",https://www.basketball-reference.com//players/b/brookma01.html
2012-13,Brooklyn Nets,NBA,"$1,193,280",https://www.basketball-reference.com//players/b/brookma01.html
2013-14,Boston Celtics,NBA,"$1,210,080",https://www.basketball-reference.com//players/b/brookma01.html
2017-18,Memphis Grizzlies,NBA,"$332,477",https://www.basketball-reference.com//players/b/brookma01.html
2018-19,Chicago Bulls,NBA,"$1,656,092",https://www.basketball-reference.com//players/b/brookma01.html
2011-12,Denver Nuggets,NBA,"$1,073,286",https://www.basketball-reference.com//players/h/hamiljo02.html
2012-13,Denver Nuggets,NBA,"$1,153,800",https://www.basketball-reference.com//players/h/hamiljo02.html
2013-14,Denver Nuggets,NBA,"$1,169,880",https://www.basketball-reference.com//players/h/hamiljo02.html
2014-15,Los Angeles Clippers,NBA,"$150,591",https://www.basketball-reference.com//players/h/hamiljo02.html
2015-16,New Orleans Pelicans,NBA,"$119,462",https://www.basketball-reference.com//players/h/hamiljo02.html
2011-12,Boston Celtics,NBA,"$1,042,320",https://www.basketball-reference.com//players/j/johnsja02.html
2012-13,Houston Rockets,NBA,"$1,120,440",https://www.basketball-reference.com//players/j/johnsja02.html
2011-12,Miami Heat,NBA,"$1,035,960",https://www.basketball-reference.com//players/c/coleno01.html
2012-13,Miami Heat,NBA,"$1,082,520",https://www.basketball-reference.com//players/c/coleno01.html
2013-14,Miami Heat,NBA,"$1,129,200",https://www.basketball-reference.com//players/c/coleno01.html
2014-15,New Orleans Pelicans,NBA,"$2,038,206",https://www.basketball-reference.com//players/c/coleno01.html
2015-16,New Orleans Pelicans,NBA,"$3,036,927",https://www.basketball-reference.com//players/c/coleno01.html
2016-17,Oklahoma City Thunder,NBA,"$247,991",https://www.basketball-reference.com//players/c/coleno01.html
2011-12,San Antonio Spurs,NBA,"$1,028,400",https://www.basketball-reference.com//players/j/josepco01.html
2012-13,San Antonio Spurs,NBA,"$1,105,560",https://www.basketball-reference.com//players/j/josepco01.html
2013-14,San Antonio Spurs,NBA,"$1,120,920",https://www.basketball-reference.com//players/j/josepco01.html
2014-15,San Antonio Spurs,NBA,"$2,023,261",https://www.basketball-reference.com//players/j/josepco01.html
2015-16,Toronto Raptors,NBA,"$7,000,000",https://www.basketball-reference.com//players/j/josepco01.html
2016-17,Toronto Raptors,NBA,"$7,330,000",https://www.basketball-reference.com//players/j/josepco01.html
2017-18,Indiana Pacers,NBA,"$7,630,000",https://www.basketball-reference.com//players/j/josepco01.html
2018-19,Indiana Pacers,NBA,"$7,945,000",https://www.basketball-reference.com//players/j/josepco01.html
2019-20,Sacramento Kings,NBA,"$12,000,000",https://www.basketball-reference.com//players/j/josepco01.html
2020-21,Detroit Pistons,NBA,"$12,600,000",https://www.basketball-reference.com//players/j/josepco01.html
2011-12,Chicago Bulls,NBA,"$1,020,960",https://www.basketball-reference.com//players/b/butleji01.html
2012-13,Chicago Bulls,NBA,"$1,097,520",https://www.basketball-reference.com//players/b/butleji01.html
2013-14,Chicago Bulls,NBA,"$1,112,880",https://www.basketball-reference.com//players/b/butleji01.html
2014-15,Chicago Bulls,NBA,"$2,008,748",https://www.basketball-reference.com//players/b/butleji01.html
2015-16,Chicago Bulls,NBA,"$15,260,000",https://www.basketball-reference.com//players/b/butleji01.html
2016-17,Chicago Bulls,NBA,"$17,552,209",https://www.basketball-reference.com//players/b/butleji01.html
2017-18,Minnesota Timberwolves,NBA,"$19,301,070",https://www.basketball-reference.com//players/b/butleji01.html
2018-19,Philadelphia 76ers,NBA,"$20,445,779",https://www.basketball-reference.com//players/b/butleji01.html
2019-20,Miami Heat,NBA,"$32,742,000",https://www.basketball-reference.com//players/b/butleji01.html
2020-21,Miami Heat,NBA,"$34,379,100",https://www.basketball-reference.com//players/b/butleji01.html
2014-15,Brooklyn Nets,NBA,"$3,278,000",https://www.basketball-reference.com//players/b/bogdabo02.html
2015-16,Brooklyn Nets,NBA,"$3,425,510",https://www.basketball-reference.com//players/b/bogdabo02.html
2016-17,Washington Wizards,NBA,"$3,730,653",https://www.basketball-reference.com//players/b/bogdabo02.html
2017-18,Indiana Pacers,NBA,"$10,500,000",https://www.basketball-reference.com//players/b/bogdabo02.html
2018-19,Indiana Pacers,NBA,"$10,500,000",https://www.basketball-reference.com//players/b/bogdabo02.html
2019-20,Utah Jazz,NBA,"$17,000,000",https://www.basketball-reference.com//players/b/bogdabo02.html
2020-21,Utah Jazz,NBA,"$17,850,000",https://www.basketball-reference.com//players/b/bogdabo02.html
2011-12,Orlando Magic,NBA,"$473,604",https://www.basketball-reference.com//players/h/harpeju01.html
2012-13,Orlando Magic,NBA,"$762,195",https://www.basketball-reference.com//players/h/harpeju01.html
2015-16,Detroit Pistons,NBA,"$99,418",https://www.basketball-reference.com//players/h/harpeju01.html
2016-17,Philadelphia 76ers,NBA,"$57,672",https://www.basketball-reference.com//players/h/harpeju01.html
2012-13,Detroit Pistons,NBA,"$1,000,000",https://www.basketball-reference.com//players/s/singlky01.html
2013-14,Detroit Pistons,NBA,"$1,045,000",https://www.basketball-reference.com//players/s/singlky01.html
2014-15,Oklahoma City Thunder,NBA,"$1,090,000",https://www.basketball-reference.com//players/s/singlky01.html
2015-16,Oklahoma City Thunder,NBA,"$5,000,000",https://www.basketball-reference.com//players/s/singlky01.html
2016-17,Oklahoma City Thunder,NBA,"$4,837,500",https://www.basketball-reference.com//players/s/singlky01.html
2017-18,Oklahoma City Thunder,NBA,"$4,666,500",https://www.basketball-reference.com//players/s/singlky01.html
2018-19,Oklahoma City Thunder,NBA,"$999,200",https://www.basketball-reference.com//players/s/singlky01.html
2019-20,Oklahoma City Thunder,NBA,"$999,200",https://www.basketball-reference.com//players/s/singlky01.html
2020-21,Oklahoma City Thunder,NBA,"$999,200",https://www.basketball-reference.com//players/s/singlky01.html
2011-12,Washington Wizards,NBA,"$473,604",https://www.basketball-reference.com//players/m/macksh01.html
2012-13,Philadelphia 76ers,NBA,"$89,670",https://www.basketball-reference.com//players/m/macksh01.html
2012-13,Washington Wizards,NBA,"$67,253",https://www.basketball-reference.com//players/m/macksh01.html
2013-14,Atlanta Hawks,NBA,"$884,293",https://www.basketball-reference.com//players/m/macksh01.html
2014-15,Atlanta Hawks,NBA,"$2,433,333",https://www.basketball-reference.com//players/m/macksh01.html
2015-16,Utah Jazz,NBA,"$2,433,333",https://www.basketball-reference.com//players/m/macksh01.html
2016-17,Utah Jazz,NBA,"$2,433,334",https://www.basketball-reference.com//players/m/macksh01.html
2017-18,Orlando Magic,NBA,"$6,000,000",https://www.basketball-reference.com//players/m/macksh01.html
2018-19,Charlotte Hornets,NBA,"$2,029,463",https://www.basketball-reference.com//players/m/macksh01.html
2018-19,Orlando Magic,NBA,"$1,000,000",https://www.basketball-reference.com//players/m/macksh01.html
2011-12,Sacramento Kings,NBA,"$775,000",https://www.basketball-reference.com//players/h/honeyty01.html
2012-13,Houston Rockets,NBA,"$809,875",https://www.basketball-reference.com//players/h/honeyty01.html
2013-14,Houston Rockets,NBA,"$100,000",https://www.basketball-reference.com//players/h/honeyty01.html
2011-12,New Jersey Nets,NBA,"$473,604",https://www.basketball-reference.com//players/w/willijo03.html
2012-13,Atlanta Hawks,NBA,"$762,195",https://www.basketball-reference.com//players/w/willijo03.html
2011-12,Los Angeles Clippers,NBA,"$473,604",https://www.basketball-reference.com//players/t/thomptr02.html
2012-13,Los Angeles Clippers,NBA,"$762,195",https://www.basketball-reference.com//players/t/thomptr02.html
2011-12,Houston Rockets,NBA,"$850,000",https://www.basketball-reference.com//players/p/parsoch01.html
2012-13,Houston Rockets,NBA,"$888,250",https://www.basketball-reference.com//players/p/parsoch01.html
2013-14,Houston Rockets,NBA,"$926,500",https://www.basketball-reference.com//players/p/parsoch01.html
2014-15,Dallas Mavericks,NBA,"$14,700,000",https://www.basketball-reference.com//players/p/parsoch01.html
2015-16,Dallas Mavericks,NBA,"$15,361,500",https://www.basketball-reference.com//players/p/parsoch01.html
2016-17,Memphis Grizzlies,NBA,"$22,116,750",https://www.basketball-reference.com//players/p/parsoch01.html
2017-18,Memphis Grizzlies,NBA,"$23,112,004",https://www.basketball-reference.com//players/p/parsoch01.html
2018-19,Memphis Grizzlies,NBA,"$24,107,258",https://www.basketball-reference.com//players/p/parsoch01.html
2019-20,Atlanta Hawks,NBA,"$25,102,511",https://www.basketball-reference.com//players/p/parsoch01.html
2011-12,Golden State Warriors,NBA,"$650,000",https://www.basketball-reference.com//players/t/tylerje01.html
2012-13,Atlanta Hawks,NBA,"$762,195",https://www.basketball-reference.com//players/t/tylerje01.html
2013-14,New York Knicks,NBA,"$884,293",https://www.basketball-reference.com//players/t/tylerje01.html
2013-14,Atlanta Hawks,NBA,"$100,000",https://www.basketball-reference.com//players/t/tylerje01.html
2011-12,Milwaukee Bucks,NBA,"$473,604",https://www.basketball-reference.com//players/l/leuerjo01.html
2012-13,Memphis Grizzlies,NBA,"$762,195",https://www.basketball-reference.com//players/l/leuerjo01.html
2014-15,Memphis Grizzlies,NBA,"$967,500",https://www.basketball-reference.com//players/l/leuerjo01.html
2015-16,Phoenix Suns,NBA,"$1,035,000",https://www.basketball-reference.com//players/l/leuerjo01.html
2016-17,Detroit Pistons,NBA,"$10,991,957",https://www.basketball-reference.com//players/l/leuerjo01.html
2017-18,Detroit Pistons,NBA,"$10,497,319",https://www.basketball-reference.com//players/l/leuerjo01.html
2018-19,Detroit Pistons,NBA,"$10,002,681",https://www.basketball-reference.com//players/l/leuerjo01.html
2019-20,Milwaukee Bucks,NBA,"$3,169,348",https://www.basketball-reference.com//players/l/leuerjo01.html
2020-21,Milwaukee Bucks,NBA,"$3,169,348",https://www.basketball-reference.com//players/l/leuerjo01.html
2011-12,Los Angeles Lakers,NBA,"$473,604",https://www.basketball-reference.com//players/m/morrida01.html
2012-13,Los Angeles Lakers,NBA,"$962,195",https://www.basketball-reference.com//players/m/morrida01.html
2013-14,Philadelphia 76ers,NBA,"$1,046,269",https://www.basketball-reference.com//players/m/morrida01.html
2014-15,Brooklyn Nets,NBA,"$702,756",https://www.basketball-reference.com//players/m/morrida01.html
2016-17,San Antonio Spurs,NBA,"$543,471",https://www.basketball-reference.com//players/b/bertada01.html
2017-18,San Antonio Spurs,NBA,"$1,312,611",https://www.basketball-reference.com//players/b/bertada01.html
2018-19,San Antonio Spurs,NBA,"$7,000,000",https://www.basketball-reference.com//players/b/bertada01.html
2019-20,Washington Wizards,NBA,"$7,000,000",https://www.basketball-reference.com//players/b/bertada01.html
2020-21,Washington Wizards,NBA,"$15,000,000",https://www.basketball-reference.com//players/b/bertada01.html
2011-12,Minnesota Timberwolves,NBA,"$500,000",https://www.basketball-reference.com//players/l/leema01.html
2012-13,Minnesota Timberwolves,NBA,"$762,195",https://www.basketball-reference.com//players/l/leema01.html
2013-14,Phoenix Suns,NBA,"$884,293",https://www.basketball-reference.com//players/l/leema01.html
2011-12,Golden State Warriors,NBA,"$473,604",https://www.basketball-reference.com//players/j/jenkich01.html
2012-13,Philadelphia 76ers,NBA,"$762,195",https://www.basketball-reference.com//players/j/jenkich01.html
2011-12,New York Knicks,NBA,"$473,604",https://www.basketball-reference.com//players/h/harrejo01.html
2012-13,Miami Heat,NBA,"$354,197",https://www.basketball-reference.com//players/h/harrejo01.html
2013-14,Detroit Pistons,NBA,"$884,293",https://www.basketball-reference.com//players/h/harrejo01.html
2011-12,Los Angeles Lakers,NBA,"$473,604",https://www.basketball-reference.com//players/g/goudean01.html
2015-16,Houston Rockets,NBA,"$200,600",https://www.basketball-reference.com//players/g/goudean01.html
2011-12,Los Angeles Clippers,NBA,"$473,604",https://www.basketball-reference.com//players/l/leslitr01.html
2012-13,Los Angeles Clippers,NBA,"$250,000",https://www.basketball-reference.com//players/l/leslitr01.html
2016-17,Miami Heat,NBA,"$75,000",https://www.basketball-reference.com//players/b/bensoke02.html
2011-12,Memphis Grizzlies,NBA,"$550,000",https://www.basketball-reference.com//players/s/selbyjo01.html
2012-13,Cleveland Cavaliers,NBA,"$762,195",https://www.basketball-reference.com//players/s/selbyjo01.html
2011-12,Philadelphia 76ers,NBA,"$473,604",https://www.basketball-reference.com//players/a/allenla01.html
2012-13,Philadelphia 76ers,NBA,"$3,000,000",https://www.basketball-reference.com//players/a/allenla01.html
2013-14,Philadelphia 76ers,NBA,"$3,060,000",https://www.basketball-reference.com//players/a/allenla01.html
2014-15,Indiana Pacers,NBA,"$948,163",https://www.basketball-reference.com//players/a/allenla01.html
2015-16,Indiana Pacers,NBA,"$3,700,000",https://www.basketball-reference.com//players/a/allenla01.html
2016-17,Indiana Pacers,NBA,"$4,000,000",https://www.basketball-reference.com//players/a/allenla01.html
2011-12,Detroit Pistons,NBA,"$473,604",https://www.basketball-reference.com//players/m/macklve01.html
2011-12,Orlando Magic,NBA,"$473,604",https://www.basketball-reference.com//players/l/liggide01.html
2012-13,Oklahoma City Thunder,NBA,"$762,195",https://www.basketball-reference.com//players/l/liggide01.html
2016-17,Dallas Mavericks,NBA,"$1,015,696",https://www.basketball-reference.com//players/l/liggide01.html
2017-18,Milwaukee Bucks,NBA,"$757,427",https://www.basketball-reference.com//players/l/liggide01.html
2017-18,New Orleans Pelicans,NBA,"$754,378",https://www.basketball-reference.com//players/l/liggide01.html
2017-18,Atlanta Hawks,NBA,"$26,773",https://www.basketball-reference.com//players/l/liggide01.html
2011-12,Boston Celtics,NBA,"$473,604",https://www.basketball-reference.com//players/m/mooreet01.html
2012-13,Orlando Magic,NBA,"$762,195",https://www.basketball-reference.com//players/m/mooreet01.html
2013-14,Orlando Magic,NBA,"$884,293",https://www.basketball-reference.com//players/m/mooreet01.html
2014-15,Chicago Bulls,NBA,"$948,163",https://www.basketball-reference.com//players/m/mooreet01.html
2015-16,Chicago Bulls,NBA,"$1,015,421",https://www.basketball-reference.com//players/m/mooreet01.html
2016-17,New Orleans Pelicans,NBA,"$8,081,363",https://www.basketball-reference.com//players/m/mooreet01.html
2017-18,New Orleans Pelicans,NBA,"$8,445,024",https://www.basketball-reference.com//players/m/mooreet01.html
2018-19,New Orleans Pelicans,NBA,"$8,808,685",https://www.basketball-reference.com//players/m/mooreet01.html
2019-20,New Orleans Pelicans,NBA,"$8,664,928",https://www.basketball-reference.com//players/m/mooreet01.html
2020-21,Phoenix Suns,NBA,"$2,331,593",https://www.basketball-reference.com//players/m/mooreet01.html
2011-12,Sacramento Kings,NBA,"$473,604",https://www.basketball-reference.com//players/t/thomais02.html
2012-13,Sacramento Kings,NBA,"$762,195",https://www.basketball-reference.com//players/t/thomais02.html
2013-14,Sacramento Kings,NBA,"$884,293",https://www.basketball-reference.com//players/t/thomais02.html
2014-15,Boston Celtics,NBA,"$7,238,606",https://www.basketball-reference.com//players/t/thomais02.html
2015-16,Boston Celtics,NBA,"$6,912,869",https://www.basketball-reference.com//players/t/thomais02.html
2016-17,Boston Celtics,NBA,"$6,587,132",https://www.basketball-reference.com//players/t/thomais02.html
2017-18,Los Angeles Lakers,NBA,"$6,261,395",https://www.basketball-reference.com//players/t/thomais02.html
2018-19,Denver Nuggets,NBA,"$2,029,463",https://www.basketball-reference.com//players/t/thomais02.html
2019-20,Los Angeles Clippers,NBA,"$2,320,044",https://www.basketball-reference.com//players/t/thomais02.html
2020-21,New Orleans Pelicans,NBA,"$158,907",https://www.basketball-reference.com//players/t/thomais02.html
2012-13,New Orleans Hornets,NBA,"$5,144,280",https://www.basketball-reference.com//players/d/davisan02.html
2013-14,New Orleans Pelicans,NBA,"$5,375,760",https://www.basketball-reference.com//players/d/davisan02.html
2014-15,New Orleans Pelicans,NBA,"$5,607,240",https://www.basketball-reference.com//players/d/davisan02.html
2015-16,New Orleans Pelicans,NBA,"$7,070,730",https://www.basketball-reference.com//players/d/davisan02.html
2016-17,New Orleans Pelicans,NBA,"$22,116,750",https://www.basketball-reference.com//players/d/davisan02.html
2017-18,New Orleans Pelicans,NBA,"$23,775,506",https://www.basketball-reference.com//players/d/davisan02.html
2018-19,New Orleans Pelicans,NBA,"$25,434,262",https://www.basketball-reference.com//players/d/davisan02.html
2019-20,Los Angeles Lakers,NBA,"$27,093,019",https://www.basketball-reference.com//players/d/davisan02.html
2020-21,Los Angeles Lakers,NBA,"$32,742,000",https://www.basketball-reference.com//players/d/davisan02.html
2012-13,Charlotte Bobcats,NBA,"$4,602,720",https://www.basketball-reference.com//players/k/kiddgmi01.html
2013-14,Charlotte Bobcats,NBA,"$4,809,840",https://www.basketball-reference.com//players/k/kiddgmi01.html
2014-15,Charlotte Hornets,NBA,"$5,016,960",https://www.basketball-reference.com//players/k/kiddgmi01.html
2015-16,Charlotte Hornets,NBA,"$6,331,404",https://www.basketball-reference.com//players/k/kiddgmi01.html
2016-17,Charlotte Hornets,NBA,"$13,000,000",https://www.basketball-reference.com//players/k/kiddgmi01.html
2017-18,Charlotte Hornets,NBA,"$13,000,000",https://www.basketball-reference.com//players/k/kiddgmi01.html
2018-19,Charlotte Hornets,NBA,"$13,000,000",https://www.basketball-reference.com//players/k/kiddgmi01.html
2019-20,Charlotte Hornets,NBA,"$12,189,237",https://www.basketball-reference.com//players/k/kiddgmi01.html
2019-20,Dallas Mavericks,NBA,"$810,763",https://www.basketball-reference.com//players/k/kiddgmi01.html
2012-13,Washington Wizards,NBA,"$4,133,280",https://www.basketball-reference.com//players/b/bealbr01.html
2013-14,Washington Wizards,NBA,"$4,319,280",https://www.basketball-reference.com//players/b/bealbr01.html
2014-15,Washington Wizards,NBA,"$4,505,280",https://www.basketball-reference.com//players/b/bealbr01.html
2015-16,Washington Wizards,NBA,"$5,694,674",https://www.basketball-reference.com//players/b/bealbr01.html
2016-17,Washington Wizards,NBA,"$22,116,750",https://www.basketball-reference.com//players/b/bealbr01.html
2017-18,Washington Wizards,NBA,"$23,775,506",https://www.basketball-reference.com//players/b/bealbr01.html
2018-19,Washington Wizards,NBA,"$25,434,262",https://www.basketball-reference.com//players/b/bealbr01.html
2019-20,Washington Wizards,NBA,"$27,093,019",https://www.basketball-reference.com//players/b/bealbr01.html
2020-21,Washington Wizards,NBA,"$28,751,774",https://www.basketball-reference.com//players/b/bealbr01.html
2012-13,Cleveland Cavaliers,NBA,"$3,726,600",https://www.basketball-reference.com//players/w/waitedi01.html
2013-14,Cleveland Cavaliers,NBA,"$3,894,240",https://www.basketball-reference.com//players/w/waitedi01.html
2014-15,Oklahoma City Thunder,NBA,"$4,062,000",https://www.basketball-reference.com//players/w/waitedi01.html
2015-16,Oklahoma City Thunder,NBA,"$5,138,430",https://www.basketball-reference.com//players/w/waitedi01.html
2016-17,Miami Heat,NBA,"$2,898,000",https://www.basketball-reference.com//players/w/waitedi01.html
2017-18,Miami Heat,NBA,"$11,000,000",https://www.basketball-reference.com//players/w/waitedi01.html
2018-19,Miami Heat,NBA,"$11,550,000",https://www.basketball-reference.com//players/w/waitedi01.html
2019-20,Memphis Grizzlies,NBA,"$12,100,000",https://www.basketball-reference.com//players/w/waitedi01.html
2019-20,Los Angeles Lakers,NBA,"$503,656",https://www.basketball-reference.com//players/w/waitedi01.html
2020-21,Memphis Grizzlies,NBA,"$12,650,000",https://www.basketball-reference.com//players/w/waitedi01.html
2012-13,Houston Rockets,NBA,"$3,374,640",https://www.basketball-reference.com//players/r/robinth01.html
2013-14,Portland Trail Blazers,NBA,"$3,526,440",https://www.basketball-reference.com//players/r/robinth01.html
2014-15,Philadelphia 76ers,NBA,"$3,678,360",https://www.basketball-reference.com//players/r/robinth01.html
2015-16,Brooklyn Nets,NBA,"$981,300",https://www.basketball-reference.com//players/r/robinth01.html
2016-17,Los Angeles Lakers,NBA,"$1,050,961",https://www.basketball-reference.com//players/r/robinth01.html
2012-13,Portland Trail Blazers,NBA,"$3,065,040",https://www.basketball-reference.com//players/l/lillada01.html
2013-14,Portland Trail Blazers,NBA,"$3,202,920",https://www.basketball-reference.com//players/l/lillada01.html
2014-15,Portland Trail Blazers,NBA,"$3,340,920",https://www.basketball-reference.com//players/l/lillada01.html
2015-16,Portland Trail Blazers,NBA,"$4,236,287",https://www.basketball-reference.com//players/l/lillada01.html
2016-17,Portland Trail Blazers,NBA,"$24,328,425",https://www.basketball-reference.com//players/l/lillada01.html
2017-18,Portland Trail Blazers,NBA,"$26,153,057",https://www.basketball-reference.com//players/l/lillada01.html
2018-19,Portland Trail Blazers,NBA,"$27,977,689",https://www.basketball-reference.com//players/l/lillada01.html
2019-20,Portland Trail Blazers,NBA,"$29,802,321",https://www.basketball-reference.com//players/l/lillada01.html
2020-21,Portland Trail Blazers,NBA,"$31,626,953",https://www.basketball-reference.com//players/l/lillada01.html
2012-13,Golden State Warriors,NBA,"$2,798,040",https://www.basketball-reference.com//players/b/barneha02.html
2013-14,Golden State Warriors,NBA,"$2,923,920",https://www.basketball-reference.com//players/b/barneha02.html
2014-15,Golden State Warriors,NBA,"$3,049,920",https://www.basketball-reference.com//players/b/barneha02.html
2015-16,Golden State Warriors,NBA,"$3,873,398",https://www.basketball-reference.com//players/b/barneha02.html
2016-17,Dallas Mavericks,NBA,"$22,116,750",https://www.basketball-reference.com//players/b/barneha02.html
2017-18,Dallas Mavericks,NBA,"$23,112,004",https://www.basketball-reference.com//players/b/barneha02.html
2018-19,Sacramento Kings,NBA,"$24,107,258",https://www.basketball-reference.com//players/b/barneha02.html
2019-20,Sacramento Kings,NBA,"$24,147,727",https://www.basketball-reference.com//players/b/barneha02.html
2020-21,Sacramento Kings,NBA,"$22,215,909",https://www.basketball-reference.com//players/b/barneha02.html
2012-13,Toronto Raptors,NBA,"$2,563,320",https://www.basketball-reference.com//players/r/rosste01.html
2013-14,Toronto Raptors,NBA,"$2,678,640",https://www.basketball-reference.com//players/r/rosste01.html
2014-15,Toronto Raptors,NBA,"$2,793,960",https://www.basketball-reference.com//players/r/rosste01.html
2015-16,Toronto Raptors,NBA,"$3,553,917",https://www.basketball-reference.com//players/r/rosste01.html
2016-17,Orlando Magic,NBA,"$10,000,000",https://www.basketball-reference.com//players/r/rosste01.html
2017-18,Orlando Magic,NBA,"$10,500,000",https://www.basketball-reference.com//players/r/rosste01.html
